('British Airways', '2019-02-24T16:17', '2019-02-25T17:20', '1503', '4184', '200', 'BA 1425', 'E-170', '477', '14', '15'), 
('Lufthansa', '2018-04-01T17:43', '2018-04-02T17:41', '1438', '3394', '1000', 'LH 1184', 'A310', '485', '21', '22'), 
('Norwegian', '2018-03-03T17:53', '2018-03-03T20:49', '176', '1965', '1000', 'NW 1603', 'Boeing 747', '79', '3', '5'), 
('British Airways', '2018-10-04T20:48', '2018-10-05T16:39', '1191', '1909', '500', 'BA 1715', 'E-195', '147', '18', '8'), 
('SAS', '2018-01-13T05:53', '2018-01-14T03:54', '1321', '5137', '300', 'SA 1729', 'Boeing 767', '140', '19', '7'), 
('Norwegian', '2018-05-15T16:05', '2018-05-15T19:01', '176', '3659', '300', 'NW 675', 'SR-71 Blackbird', '320', '1', '7'), 
('SAS', '2019-05-24T07:07', '2019-05-24T10:10', '183', '789', '300', 'SA 633', 'E-175', '96', '25', '8'), 
('JetBlue Airways', '2018-09-13T03:37', '2018-09-13T08:08', '271', '5944', '300', 'B6 669', 'A310', '245', '6', '10'), 
('SAS', '2018-11-04T09:58', '2018-11-05T02:02', '964', '2053', '500', 'SA 345', 'A220', '84', '21', '20'), 
('Norwegian', '2019-04-05T00:47', '2019-04-06T08:05', '1878', '8726', '500', 'NW 242', 'CRJ900', '409', '17', '24'), 
('Finnair', '2018-10-16T09:16', '2018-10-16T22:28', '792', '9081', '300', 'FA 1550', 'A319', '390', '13', '16'), 
('Finnair', '2019-10-10T11:47', '2019-10-10T16:12', '265', '6888', '1000', 'FA 489', 'E-170', '349', '26', '1'), 
('JetBlue Airways', '2019-11-15T00:41', '2019-11-15T21:54', '1273', '9273', '300', 'B6 700', 'A310', '591', '27', '26'), 
('Finnair', '2018-11-21T12:29', '2018-11-21T18:14', '345', '7377', '500', 'FA 391', 'Boeing 787', '484', '18', '21'), 
('Frontier Airlines', '2019-07-12T02:17', '2019-07-12T23:48', '1291', '5604', '300', 'F9 623', 'Boeing 767', '194', '25', '24'), 
('Frontier Airlines', '2018-07-05T12:14', '2018-07-06T18:49', '1835', '9415', '500', 'F9 1229', 'Boeing 747', '485', '18', '4'), 
('Delta Air Lines', '2018-10-01T03:44', '2018-10-02T07:40', '1676', '4689', '200', 'DL 951', 'A319', '386', '6', '8'), 
('British Airways', '2019-04-29T04:09', '2019-04-30T21:32', '2483', '8883', '300', 'BA 1027', 'E-170', '112', '12', '18'), 
('Lufthansa', '2018-10-15T21:36', '2018-10-16T10:28', '772', '2545', '500', 'LH 1701', 'A319', '103', '29', '23'), 
('Frontier Airlines', '2018-04-19T16:57', '2018-04-20T15:45', '1368', '8550', '500', 'F9 1418', 'A350', '446', '16', '25'), 
('Air Canada', '2019-12-15T22:27', '2019-12-16T06:39', '492', '1195', '500', 'AC 1043', 'A319', '598', '18', '20'), 
('SAS', '2018-10-05T15:48', '2018-10-06T10:02', '1094', '5115', '500', 'SA 225', 'A220', '428', '14', '27'), 
('Alaska Airlines', '2019-09-09T07:20', '2019-09-09T10:08', '168', '2830', '500', 'AS 963', 'Boeing 747', '440', '4', '2'), 
('Norwegian', '2018-04-26T05:24', '2018-04-27T07:22', '1558', '3884', '200', 'NW 1391', 'A321', '400', '8', '15'), 
('Alaska Airlines', '2019-01-17T19:54', '2019-01-17T21:01', '67', '5540', '200', 'AS 249', 'A319', '231', '28', '6'), 
('Delta Air Lines', '2019-12-14T01:47', '2019-12-14T04:46', '179', '6507', '500', 'DL 1729', 'A220', '132', '14', '0'), 
('Air Canada', '2019-04-27T17:04', '2019-04-27T22:46', '342', '8880', '500', 'AC 1411', 'A318', '240', '24', '19'), 
('British Airways', '2018-03-06T07:03', '2018-03-07T18:42', '2139', '6793', '500', 'BA 1656', 'A318', '465', '17', '10'), 
('American Airlines', '2019-08-03T12:21', '2019-08-04T11:28', '1387', '9145', '500', 'AA 1232', 'CRJ1000', '341', '26', '27'), 
('Air Canada', '2018-08-17T00:25', '2018-08-18T18:25', '2520', '7639', '1000', 'AC 821', 'E-170', '263', '16', '24'), 
('SAS', '2018-07-11T17:15', '2018-07-12T15:55', '1360', '9943', '1000', 'SA 380', 'E-195', '88', '17', '1'), 
('Lufthansa', '2019-05-13T14:06', '2019-05-13T22:20', '494', '950', '200', 'LH 183', 'CRJ705', '85', '19', '22'), 
('Air Canada', '2019-05-30T15:48', '2019-05-31T02:33', '645', '4167', '300', 'AC 233', 'A380', '172', '24', '25'), 
('Delta Air Lines', '2019-11-06T09:25', '2019-11-07T14:35', '1750', '8719', '300', 'DL 297', 'A318', '548', '3', '13'), 
('Lufthansa', '2019-12-12T06:04', '2019-12-13T03:20', '1276', '6164', '300', 'LH 1305', 'A319', '73', '1', '20'), 
('SAS', '2018-04-22T22:03', '2018-04-23T16:16', '1093', '9347', '500', 'SA 388', 'Boeing 737', '332', '9', '12'), 
('SAS', '2019-05-19T06:31', '2019-05-20T06:12', '1421', '5645', '500', 'SA 1020', 'A310', '447', '26', '11'), 
('Norwegian', '2018-05-26T10:17', '2018-05-26T14:35', '258', '4416', '200', 'NW 1247', 'Boeing 787', '170', '20', '11'), 
('Air Canada', '2018-01-18T06:37', '2018-01-19T19:25', '2208', '716', '500', 'AC 436', 'Boeing 787', '445', '1', '18'), 
('Finnair', '2019-12-06T15:26', '2019-12-06T20:50', '324', '976', '300', 'FA 607', 'SR-71 Blackbird', '568', '25', '23'), 
('WOW Air', '2019-04-17T08:06', '2019-04-18T05:22', '1276', '5008', '500', 'WA 1732', 'E-175', '186', '2', '3'), 
('Norwegian', '2019-08-04T11:58', '2019-08-04T23:36', '698', '2418', '300', 'NW 237', 'E-190', '246', '23', '2'), 
('Frontier Airlines', '2019-07-21T02:02', '2019-07-22T13:29', '2127', '9247', '200', 'F9 1674', 'E-195', '274', '5', '3'), 
('British Airways', '2018-02-15T14:52', '2018-02-16T17:28', '1596', '4956', '300', 'BA 724', 'E-190', '353', '2', '28'), 
('SAS', '2018-06-12T10:57', '2018-06-13T05:59', '1142', '8812', '500', 'SA 738', 'Boeing 777', '434', '11', '24'), 
('Alaska Airlines', '2018-10-19T07:11', '2018-10-20T16:24', '1993', '852', '200', 'AS 1350', 'SR-71 Blackbird', '360', '18', '29'), 
('Norwegian', '2019-04-26T02:26', '2019-04-26T19:55', '1049', '8003', '300', 'NW 1418', 'A340', '567', '16', '21'), 
('Lufthansa', '2019-02-04T04:37', '2019-02-04T22:32', '1075', '8996', '500', 'LH 1366', 'A320', '354', '20', '0'), 
('JetBlue Airways', '2018-06-14T14:04', '2018-06-15T22:06', '1922', '9525', '200', 'B6 1543', 'Boeing 737', '234', '18', '26'), 
('Alaska Airlines', '2019-08-21T19:08', '2019-08-22T14:05', '1137', '5973', '300', 'AS 1665', 'Boeing 777', '57', '10', '23'), 
('Alaska Airlines', '2019-09-23T12:15', '2019-09-23T22:21', '606', '3619', '200', 'AS 1773', 'A320', '146', '16', '3'), 
('Norwegian', '2018-04-03T23:47', '2018-04-04T15:06', '919', '2562', '200', 'NW 606', 'A321', '51', '12', '2'), 
('Delta Air Lines', '2018-01-29T09:25', '2018-01-29T17:37', '492', '1823', '500', 'DL 651', 'E-170', '181', '11', '8'), 
('Air Canada', '2019-05-15T10:54', '2019-05-15T15:20', '266', '3853', '500', 'AC 1417', 'Boeing 787', '173', '12', '10'), 
('Air Canada', '2018-09-04T21:56', '2018-09-04T23:38', '102', '1533', '1000', 'AC 623', 'Boeing 767', '522', '29', '2'), 
('Alaska Airlines', '2019-09-28T14:16', '2019-09-29T06:13', '957', '4231', '300', 'AS 1101', 'A350', '424', '21', '14'), 
('British Airways', '2018-12-05T05:33', '2018-12-06T14:56', '2003', '3573', '300', 'BA 1481', 'SR-71 Blackbird', '105', '17', '9'), 
('Delta Air Lines', '2019-09-14T20:38', '2019-09-14T23:56', '198', '9388', '500', 'DL 729', 'E-170', '284', '25', '13'), 
('British Airways', '2019-11-11T19:36', '2019-11-12T20:07', '1471', '8079', '500', 'BA 828', 'SR-71 Blackbird', '586', '28', '12'), 
('British Airways', '2019-08-05T08:26', '2019-08-06T10:32', '1566', '7094', '200', 'BA 1837', 'Boeing 787', '396', '11', '6'), 
('JetBlue Airways', '2018-09-08T07:55', '2018-09-09T07:57', '1442', '1140', '200', 'B6 499', 'E-170', '55', '16', '5'), 
('Alaska Airlines', '2019-10-23T05:01', '2019-10-23T12:44', '463', '9912', '300', 'AS 1713', 'A300', '74', '16', '24'), 
('Frontier Airlines', '2019-06-20T12:24', '2019-06-20T20:58', '514', '8339', '1000', 'F9 1203', 'A320', '139', '2', '6'), 
('Delta Air Lines', '2018-08-17T10:45', '2018-08-17T14:25', '220', '9146', '300', 'DL 433', 'A380', '418', '16', '5'), 
('JetBlue Airways', '2018-03-11T05:07', '2018-03-11T09:41', '274', '7616', '500', 'B6 580', 'A340', '55', '24', '4'), 
('Frontier Airlines', '2018-07-01T00:14', '2018-07-02T17:24', '2470', '6386', '200', 'F9 504', 'CRJ1000', '222', '20', '11'), 
('British Airways', '2019-09-09T19:23', '2019-09-10T05:13', '590', '3972', '200', 'BA 452', 'A380', '294', '15', '3'), 
('Finnair', '2019-02-09T12:05', '2019-02-10T09:51', '1306', '3333', '500', 'FA 705', 'Boeing 767', '148', '26', '21'), 
('Air Canada', '2019-06-13T21:27', '2019-06-13T23:32', '125', '7853', '200', 'AC 887', 'CRJ705', '190', '14', '25'), 
('American Airlines', '2019-10-30T13:05', '2019-10-31T17:38', '1713', '1583', '500', 'AA 791', 'A318', '218', '15', '7'), 
('Air Canada', '2018-10-12T16:53', '2018-10-12T18:23', '90', '8649', '300', 'AC 972', 'A319', '564', '29', '19'), 
('British Airways', '2018-06-01T05:58', '2018-06-02T05:32', '1414', '5539', '300', 'BA 1970', 'CRJ1000', '482', '24', '26'), 
('Norwegian', '2019-06-24T11:54', '2019-06-25T08:42', '1248', '1537', '1000', 'NW 561', 'Millennium Falcon', '212', '23', '3'), 
('Alaska Airlines', '2018-06-11T20:34', '2018-06-12T13:24', '1010', '2195', '300', 'AS 1980', 'Boeing 787', '390', '22', '3'), 
('Air Canada', '2019-04-18T03:03', '2019-04-19T06:14', '1631', '7657', '300', 'AC 479', 'A220', '337', '14', '23'), 
('Norwegian', '2019-01-20T06:49', '2019-01-21T07:52', '1503', '4647', '1000', 'NW 1948', 'A318', '167', '2', '21'), 
('Lufthansa', '2019-11-11T17:44', '2019-11-11T23:23', '339', '1458', '500', 'LH 429', 'SR-71 Blackbird', '404', '11', '8'), 
('British Airways', '2019-12-18T18:21', '2019-12-18T21:54', '213', '4992', '1000', 'BA 484', 'A300', '155', '8', '18'), 
('Air Canada', '2019-06-22T05:45', '2019-06-23T22:07', '2422', '9578', '500', 'AC 1366', 'E-175', '526', '0', '11'), 
('British Airways', '2019-07-23T02:55', '2019-07-24T06:23', '1648', '4920', '200', 'BA 1972', 'A220', '326', '26', '25'), 
('Lufthansa', '2019-10-26T16:02', '2019-10-26T19:18', '196', '1477', '500', 'LH 999', 'SR-71 Blackbird', '200', '5', '9'), 
('Frontier Airlines', '2018-09-09T20:18', '2018-09-09T23:15', '177', '8019', '500', 'F9 301', 'E-190', '461', '27', '7'), 
('British Airways', '2019-09-09T23:34', '2019-09-10T02:58', '204', '9334', '1000', 'BA 1164', 'Boeing 737', '106', '18', '11'), 
('Lufthansa', '2019-08-07T08:51', '2019-08-07T12:07', '196', '8264', '1000', 'LH 534', 'E-170', '288', '17', '28'), 
('Air Canada', '2019-01-11T03:08', '2019-01-11T12:06', '538', '8505', '300', 'AC 1538', 'A300', '516', '14', '29'), 
('Alaska Airlines', '2018-04-19T02:57', '2018-04-19T22:29', '1172', '808', '200', 'AS 962', 'A380', '513', '21', '5'), 
('Finnair', '2018-11-25T19:06', '2018-11-25T23:48', '282', '3788', '1000', 'FA 484', 'CRJ700', '499', '18', '1'), 
('Alaska Airlines', '2018-06-17T15:26', '2018-06-18T06:51', '925', '3543', '1000', 'AS 1424', 'A380', '402', '21', '28'), 
('British Airways', '2019-08-05T03:56', '2019-08-06T03:01', '1385', '4780', '500', 'BA 119', 'Boeing 737', '352', '24', '10'), 
('Norwegian', '2019-08-17T07:17', '2019-08-17T21:39', '862', '3378', '500', 'NW 1500', 'A321', '499', '23', '9'), 
('SAS', '2019-08-19T16:39', '2019-08-20T22:25', '1786', '9104', '500', 'SA 147', 'A321', '555', '20', '5'), 
('British Airways', '2018-02-21T15:05', '2018-02-22T13:42', '1357', '9666', '500', 'BA 480', 'E-195', '198', '13', '1'), 
('SAS', '2018-10-27T02:01', '2018-10-27T13:30', '689', '2458', '300', 'SA 1960', 'A340', '488', '21', '15'), 
('British Airways', '2018-06-23T10:52', '2018-06-24T01:08', '856', '5686', '500', 'BA 266', 'A220', '319', '26', '17'), 
('British Airways', '2019-06-20T20:26', '2019-06-20T22:19', '113', '6690', '1000', 'BA 1925', 'E-190', '445', '11', '23'), 
('British Airways', '2019-08-13T22:38', '2019-08-13T23:36', '58', '6998', '1000', 'BA 1284', 'A220', '528', '11', '24'), 
('Air Canada', '2019-04-01T06:37', '2019-04-01T14:47', '490', '4609', '500', 'AC 406', 'CRJ700', '159', '4', '26'), 
('Finnair', '2019-06-02T09:52', '2019-06-03T11:38', '1546', '5974', '300', 'FA 451', 'CRJ900', '68', '22', '2'), 
('Air Canada', '2018-09-10T22:32', '2018-09-11T10:14', '702', '2131', '500', 'AC 1619', 'CRJ700', '370', '2', '18'), 
('Norwegian', '2018-07-20T10:59', '2018-07-21T07:24', '1225', '4234', '1000', 'NW 128', 'A350', '346', '26', '20'), 
('Norwegian', '2018-10-05T15:08', '2018-10-05T18:16', '188', '1642', '500', 'NW 1459', 'CRJ1000', '382', '13', '12'), 
('Finnair', '2018-10-30T05:15', '2018-10-30T10:04', '289', '6768', '200', 'FA 1176', 'Boeing 767', '365', '23', '8'), 
('British Airways', '2018-06-08T22:12', '2018-06-08T24:04', '112', '5614', '300', 'BA 1826', 'E-195', '506', '19', '11'), 
('JetBlue Airways', '2019-07-17T07:05', '2019-07-17T16:20', '555', '2392', '200', 'B6 784', 'A318', '564', '9', '24'), 
('SAS', '2018-05-30T19:30', '2018-05-31T03:58', '508', '5056', '200', 'SA 1171', 'A320', '353', '3', '23'), 
('British Airways', '2019-12-05T20:56', '2019-12-06T07:07', '611', '8973', '300', 'BA 1404', 'CRJ1000', '455', '9', '12'), 
('Frontier Airlines', '2019-07-11T05:39', '2019-07-11T20:20', '881', '1526', '300', 'F9 515', 'Boeing 767', '338', '15', '9'), 
('JetBlue Airways', '2018-08-15T16:20', '2018-08-15T18:24', '124', '1675', '500', 'B6 819', 'CRJ705', '563', '11', '19'), 
('Lufthansa', '2019-04-21T01:20', '2019-04-21T11:29', '609', '520', '300', 'LH 266', 'A380', '301', '10', '20'), 
('JetBlue Airways', '2018-09-21T09:18', '2018-09-22T02:12', '1014', '6399', '300', 'B6 1902', 'A340', '485', '10', '4'), 
('Air Canada', '2019-07-07T17:24', '2019-07-08T06:20', '776', '2086', '500', 'AC 1452', 'A319', '59', '2', '13'), 
('Air Canada', '2019-11-04T19:22', '2019-11-05T19:42', '1460', '7060', '500', 'AC 653', 'E-175', '344', '8', '19'), 
('Finnair', '2018-02-23T03:33', '2018-02-24T16:07', '2194', '9488', '500', 'FA 1378', 'Boeing 737', '181', '18', '29'), 
('Air Canada', '2019-11-18T15:04', '2019-11-19T19:25', '1701', '7379', '500', 'AC 703', 'CRJ1000', '174', '25', '7'), 
('WOW Air', '2019-10-28T06:32', '2019-10-28T22:04', '932', '1885', '300', 'WA 1222', 'E-170', '561', '7', '3'), 
('Lufthansa', '2018-02-14T06:57', '2018-02-15T11:19', '1702', '8842', '300', 'LH 1269', 'A220', '254', '15', '9'), 
('British Airways', '2019-09-06T20:08', '2019-09-06T23:16', '188', '3661', '300', 'BA 1756', 'E-195', '255', '1', '13'), 
('Air Canada', '2019-08-23T10:45', '2019-08-23T17:13', '388', '2535', '500', 'AC 1006', 'CRJ1000', '110', '1', '24'), 
('Air Canada', '2019-11-08T10:11', '2019-11-09T02:39', '988', '3778', '1000', 'AC 323', 'CRJ705', '355', '4', '9'), 
('Air Canada', '2018-03-13T12:57', '2018-03-14T09:30', '1233', '8082', '500', 'AC 653', 'CRJ700', '149', '2', '16'), 
('Alaska Airlines', '2018-04-26T11:55', '2018-04-26T22:13', '618', '2732', '300', 'AS 1147', 'CRJ900', '593', '13', '21'), 
('Lufthansa', '2019-09-19T05:26', '2019-09-19T20:47', '921', '4055', '200', 'LH 1295', 'E-190', '451', '18', '14'), 
('JetBlue Airways', '2019-12-27T06:31', '2019-12-28T01:49', '1158', '9496', '300', 'B6 449', 'Boeing 787', '579', '22', '27'), 
('Alaska Airlines', '2019-01-21T17:41', '2019-01-22T05:25', '704', '4014', '200', 'AS 296', 'A300', '563', '4', '22'), 
('Frontier Airlines', '2019-09-13T23:58', '2019-09-13T24:13', '15', '9297', '500', 'F9 1097', 'A319', '196', '5', '4'), 
('JetBlue Airways', '2018-05-07T20:57', '2018-05-07T22:17', '80', '7878', '200', 'B6 572', 'A340', '172', '26', '28'), 
('SAS', '2019-11-15T10:27', '2019-11-15T19:50', '563', '2807', '500', 'SA 222', 'A340', '137', '1', '14'), 
('Delta Air Lines', '2019-06-08T22:03', '2019-06-08T23:24', '81', '3178', '500', 'DL 1961', 'A318', '253', '5', '9'), 
('Alaska Airlines', '2018-03-04T13:42', '2018-03-04T19:51', '369', '8013', '300', 'AS 262', 'A318', '292', '12', '0'), 
('Norwegian', '2018-02-11T01:39', '2018-02-11T21:52', '1213', '8874', '300', 'NW 947', 'A220', '558', '27', '12'), 
('Lufthansa', '2018-04-09T06:08', '2018-04-10T11:20', '1752', '9910', '500', 'LH 1488', 'CRJ1000', '548', '2', '10'), 
('Alaska Airlines', '2018-08-27T09:59', '2018-08-27T12:47', '168', '2386', '1000', 'AS 637', 'A220', '327', '6', '4'), 
('Frontier Airlines', '2018-03-25T07:35', '2018-03-26T10:20', '1605', '1347', '500', 'F9 960', 'A310', '457', '16', '23'), 
('Norwegian', '2018-02-03T17:24', '2018-02-04T16:27', '1383', '9015', '300', 'NW 1574', 'Boeing 777', '132', '26', '2'), 
('British Airways', '2019-09-12T03:48', '2019-09-12T11:12', '444', '4185', '300', 'BA 778', 'E-170', '550', '15', '12'), 
('SAS', '2019-09-09T19:36', '2019-09-09T22:42', '186', '4829', '500', 'SA 1184', 'A350', '255', '14', '6'), 
('Norwegian', '2018-11-06T20:22', '2018-11-07T04:48', '506', '8867', '200', 'NW 1646', 'CRJ705', '399', '0', '22'), 
('Delta Air Lines', '2018-09-14T05:08', '2018-09-15T19:12', '2284', '5994', '500', 'DL 446', 'CRJ1000', '130', '15', '13'), 
('WOW Air', '2019-06-18T21:43', '2019-06-19T11:10', '807', '7911', '1000', 'WA 737', 'A319', '597', '5', '19'), 
('Norwegian', '2018-08-24T08:10', '2018-08-25T16:36', '1946', '2016', '300', 'NW 246', 'A319', '187', '3', '21'), 
('WOW Air', '2018-06-09T17:37', '2018-06-09T19:46', '129', '9792', '1000', 'WA 1408', 'A320', '162', '24', '25'), 
('Lufthansa', '2018-07-01T16:36', '2018-07-02T00:44', '488', '4831', '1000', 'LH 1083', 'A340', '58', '14', '5'), 
('Frontier Airlines', '2019-09-20T18:44', '2019-09-20T23:18', '274', '7601', '1000', 'F9 1599', 'CRJ1000', '409', '22', '27'), 
('British Airways', '2018-01-06T18:38', '2018-01-07T11:14', '996', '1639', '200', 'BA 922', 'Boeing 787', '341', '22', '18'), 
('Frontier Airlines', '2019-02-15T11:02', '2019-02-15T17:39', '397', '6996', '300', 'F9 534', 'A310', '172', '16', '18'), 
('Lufthansa', '2018-04-11T04:38', '2018-04-12T20:19', '2381', '9430', '500', 'LH 1175', 'A318', '438', '4', '24'), 
('Air Canada', '2019-07-17T14:59', '2019-07-18T02:59', '720', '7469', '1000', 'AC 999', 'Boeing 777', '62', '6', '2'), 
('SAS', '2018-08-23T00:37', '2018-08-23T14:34', '837', '5454', '200', 'SA 244', 'Boeing 767', '471', '22', '23'), 
('SAS', '2019-06-19T22:08', '2019-06-20T05:14', '426', '5960', '500', 'SA 438', 'E-195', '336', '24', '15'), 
('Delta Air Lines', '2018-02-10T17:30', '2018-02-10T22:15', '285', '6754', '1000', 'DL 597', 'A330', '170', '23', '22'), 
('JetBlue Airways', '2018-01-24T01:33', '2018-01-25T05:41', '1688', '8825', '500', 'B6 415', 'A310', '210', '12', '9'), 
('Norwegian', '2018-11-08T05:40', '2018-11-09T19:38', '2278', '4959', '500', 'NW 563', 'A300', '322', '3', '18'), 
('Norwegian', '2019-04-03T18:57', '2019-04-03T22:34', '217', '6379', '200', 'NW 127', 'E-190', '77', '24', '15'), 
('JetBlue Airways', '2018-09-19T01:34', '2018-09-20T18:44', '2470', '3449', '1000', 'B6 544', 'Boeing 767', '356', '4', '11'), 
('British Airways', '2019-08-02T01:20', '2019-08-02T06:17', '297', '2545', '1000', 'BA 1797', 'A318', '120', '21', '29'), 
('British Airways', '2019-04-19T09:34', '2019-04-20T00:39', '905', '927', '500', 'BA 162', 'Boeing 747', '91', '8', '6'), 
('Alaska Airlines', '2019-10-03T01:54', '2019-10-04T06:15', '1701', '523', '1000', 'AS 1292', 'A350', '333', '26', '20'), 
('Lufthansa', '2018-08-14T23:47', '2018-08-14T24:33', '46', '6660', '500', 'LH 972', 'A310', '382', '6', '11'), 
('Alaska Airlines', '2018-10-12T07:20', '2018-10-12T19:54', '754', '4254', '500', 'AS 1400', 'A321', '272', '14', '19'), 
('JetBlue Airways', '2018-02-16T18:02', '2018-02-17T10:17', '975', '4549', '200', 'B6 1006', 'A320', '377', '7', '2'), 
('WOW Air', '2019-03-02T22:39', '2019-03-02T24:04', '85', '6726', '300', 'WA 619', 'A220', '431', '7', '20'), 
('JetBlue Airways', '2019-09-05T20:06', '2019-09-06T17:42', '1296', '5440', '1000', 'B6 1192', 'E-190', '472', '8', '10'), 
('Lufthansa', '2018-10-04T12:41', '2018-10-05T09:56', '1275', '2307', '300', 'LH 692', 'Boeing 737', '106', '3', '9'), 
('Frontier Airlines', '2018-06-26T12:32', '2018-06-27T14:04', '1532', '7481', '500', 'F9 1405', 'CRJ900', '231', '6', '20'), 
('British Airways', '2018-09-05T03:41', '2018-09-05T16:33', '772', '566', '500', 'BA 1029', 'A350', '108', '9', '13'), 
('Frontier Airlines', '2019-08-20T09:24', '2019-08-21T13:47', '1703', '3526', '1000', 'F9 345', 'E-195', '254', '25', '14'), 
('SAS', '2019-11-06T15:31', '2019-11-07T13:02', '1291', '6104', '500', 'SA 1814', 'A300', '334', '8', '23'), 
('Lufthansa', '2019-06-22T02:48', '2019-06-23T09:04', '1816', '5389', '1000', 'LH 1254', 'E-170', '467', '21', '19'), 
('Norwegian', '2018-07-09T01:12', '2018-07-10T00:17', '1385', '4254', '500', 'NW 393', 'Boeing 777', '82', '23', '0'), 
('Air Canada', '2018-02-29T22:37', '2018-02-30T13:48', '911', '1345', '1000', 'AC 1952', 'CRJ705', '342', '19', '15'), 
('Alaska Airlines', '2018-02-09T21:56', '2018-02-10T11:36', '820', '8707', '200', 'AS 1739', 'A318', '167', '13', '3'), 
('Norwegian', '2019-11-11T12:10', '2019-11-12T17:03', '1733', '6062', '300', 'NW 815', 'A300', '111', '25', '12'), 
('Lufthansa', '2019-05-08T07:55', '2019-05-08T12:22', '267', '8128', '1000', 'LH 882', 'A300', '259', '4', '21');
